d,contexts,null_prob,seed,method,trials,reachable_rate,overall_success,future_success,current_success,detects_unreachable,false_certificate,mean_norm,mean_min_margin,mean_rank,mean_null_dim
3,12,0.0,1,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7389427705737542,0.05078913670049236,3.0,0.0
3,12,0.0,1,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.527422795145517,0.14843104117347872,3.0,0.0
3,12,0.0,1,soft_penalty,10,0.8,0.0,0.0,0.875,0.0,1.0,0.8415818070439939,-0.6588322241911407,3.0,0.0
3,12,0.0,2,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.6981481257330144,-3.484866716184519e-16,3.0,0.0
3,12,0.0,2,current_only,10,0.9,0.0,0.0,1.0,0.0,1.0,0.29663906802228346,-1.1105402739245511,3.0,0.0
3,12,0.0,2,gradient_line,10,0.9,0.4,0.4444444444444444,1.0,1.0,0.0,2.123333333333333,-0.5937414522312552,3.0,0.0
3,12,0.0,2,least_squares,10,0.9,0.0,0.0,0.4444444444444444,0.0,1.0,0.5905063596074593,-0.14532106123005623,3.0,0.0
3,12,0.0,2,one_axis_current,10,0.9,0.0,0.0,1.0,0.0,1.0,0.35964342626452195,-1.11814873245205,3.0,0.0
3,12,0.0,2,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.8683878234843941,0.0511447200457164,3.0,0.0
3,12,0.0,2,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,1.6090298337307682,0.10727591797596846,3.0,0.0
3,12,0.0,2,soft_penalty,10,0.9,0.0,0.0,0.6666666666666666,0.0,1.0,0.6750614631190885,-0.028493697229158826,3.0,0.0
3,12,0.0,3,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7101905142707392,-4.822531263215524e-16,3.0,0.0
3,12,0.0,3,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.28946050745986274,-0.9012870211660075,3.0,0.0
3,12,0.0,3,gradient_line,10,0.8,0.4,0.5,1.0,1.0,0.0,1.98375,-0.24808469575472802,3.0,0.0
3,12,0.0,3,least_squares,10,0.8,0.0,0.0,0.375,0.0,1.0,0.5543067953239275,-0.19202132520715276,3.0,0.0
3,12,0.0,3,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3856527020632303,-1.14820370892721,3.0,0.0
3,12,0.0,3,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.8688711514746222,0.056877258103218274,3.0,0.0
3,12,0.0,3,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.6271676352129782,0.12450075446799595,3.0,0.0
3,12,0.0,3,soft_penalty,10,0.8,0.0,0.0,0.625,0.0,1.0,0.7499435263031252,-0.024251841352946047,3.0,0.0
3,12,0.0,4,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.5910660182372798,-2.3592239273284576e-16,3.0,0.0
3,12,0.0,4,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.2820476885067586,-0.7845386391098386,3.0,0.0
3,12,0.0,4,gradient_line,10,1.0,0.4,0.4,1.0,0.0,0.0,2.346,-0.5302882355552921,3.0,0.0
3,12,0.0,4,least_squares,10,1.0,0.0,0.0,0.7,0.0,1.0,0.49943958787532905,-0.16933113669737007,3.0,0.0
3,12,0.0,4,one_axis_current,10,1.0,0.0,0.0,1.0,0.0,1.0,0.3559107393400849,-0.7562912108731809,3.0,0.0
3,12,0.0,4,oracle_anchor,10,1.0,1.0,1.0,1.0,0.0,0.0,0.7532980294232233,0.05091188669303563,3.0,0.0
3,12,0.0,4,random_search,10,1.0,1.0,1.0,1.0,0.0,0.0,1.3953667102255778,0.14145528944569286,3.0,0.0
3,12,0.0,4,soft_penalty,10,1.0,0.0,0.0,1.0,0.0,1.0,0.5740253644101259,-0.022978407631077752,3.0,0.0
3,12,0.0,5,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.696690612208168,-8.326672684688674e-17,3.0,0.0
3,12,0.0,5,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3155967677845286,-0.9718693666381237,3.0,0.0
3,12,0.0,5,gradient_line,10,0.8,0.6,0.75,0.875,1.0,0.0,1.6987500000000002,-0.13129413418663516,3.0,0.0
3,12,0.0,5,least_squares,10,0.8,0.0,0.0,0.75,0.0,1.0,0.5991466931993299,-0.1671904610391636,3.0,0.0
3,12,0.0,5,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.37589065333988814,-0.9705775024345461,3.0,0.0
3,12,0.0,5,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.8450193045675789,0.073790650210559,3.0,0.0
3,12,0.0,5,random_search,10,0.8,0.7,0.875,0.875,1.0,0.0,1.3062027777513234,-0.15163780586097864,3.0,0.0
3,12,0.0,5,soft_penalty,10,0.8,0.1,0.125,1.0,0.0,0.875,0.6972116821920126,-0.020192254175364424,3.0,0.0
3,12,0.5,0,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.5891639860398479,-1.881211236170404e-16,3.0,0.0
3,12,0.5,0,current_only,10,0.9,0.0,0.0,1.0,0.0,1.0,0.2386670891339279,-0.7980850979749664,3.0,0.0
3,12,0.5,0,gradient_line,10,0.9,0.6,0.6666666666666666,0.8888888888888888,1.0,0.0,1.5166666666666666,-0.2887037846231232,3.0,0.0
3,12,0.5,0,least_squares,10,0.9,0.0,0.0,0.5555555555555556,0.0,1.0,0.5072343260515311,-0.09977918814719654,3.0,0.0
3,12,0.5,0,one_axis_current,10,0.9,0.0,0.0,1.0,0.0,1.0,0.2958208997295948,-0.8477345511946122,3.0,0.0
3,12,0.5,0,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7439835587879123,0.04888521173092512,3.0,0.0
3,12,0.5,0,random_search,10,0.9,0.9,1.0,1.0,1.0,0.0,1.6614034153891202,0.152555417007372,3.0,0.0
3,12,0.5,0,soft_penalty,10,0.9,0.0,0.0,0.6666666666666666,0.0,1.0,0.5608913319538087,-0.021006975169587397,3.0,0.0
3,12,0.5,1,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6172306545733763,-9.71445146547012e-17,3.0,0.0
3,12,0.5,1,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.24872191750071226,-0.350957560048975,3.0,0.0
3,12,0.5,1,gradient_line,10,0.8,0.5,0.625,1.0,1.0,0.0,1.6237499999999998,-0.19508184946680035,3.0,0.0
3,12,0.5,1,least_squares,10,0.8,0.0,0.0,0.875,0.0,1.0,0.5669423827785166,-0.09433688206210636,3.0,0.0
3,12,0.5,1,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.31093470346054436,-0.5393892541596648,3.0,0.0
3,12,0.5,1,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7957631741388185,0.04236673748382881,3.0,0.0
3,12,0.5,1,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.2569709171047827,0.2118142312855158,3.0,0.0
3,12,0.5,1,soft_penalty,10,0.8,0.0,0.0,1.0,0.0,1.0,0.5089850083545926,-0.03768815050664699,3.0,0.0
3,12,0.5,2,UBC,10,0.7,0.7,1.0,1.0,1.0,0.0,0.4520854205633151,-1.427429603089487e-16,3.0,0.0
3,12,0.5,2,current_only,10,0.7,0.0,0.0,1.0,0.0,1.0,0.22143214682277906,-0.4418018348635795,3.0,0.0
3,12,0.5,2,gradient_line,10,0.7,0.5,0.7142857142857143,1.0,1.0,0.0,1.5985714285714285,-0.24425963956269084,3.0,0.0
3,12,0.5,2,least_squares,10,0.7,0.0,0.0,0.5714285714285714,0.0,1.0,0.4134216796245382,-0.07161086816543258,3.0,0.0
3,12,0.5,2,one_axis_current,10,0.7,0.0,0.0,1.0,0.0,1.0,0.24213314666421645,-0.42632174387621546,3.0,0.0
3,12,0.5,2,oracle_anchor,10,0.7,0.7,1.0,1.0,1.0,0.0,0.5857332201631008,0.03527906466043452,3.0,0.0
3,12,0.5,2,random_search,10,0.7,0.7,1.0,1.0,1.0,0.0,1.292770064159283,0.1621394359156285,3.0,0.0
3,12,0.5,2,soft_penalty,10,0.7,0.0,0.0,0.7142857142857143,0.0,1.0,0.42107516774374326,-0.023864004577487306,3.0,0.0
3,12,0.5,3,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.705000700288172,-2.0816681711721685e-16,3.0,0.0
3,12,0.5,3,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3250643153398872,-0.7272732287568193,3.0,0.0
3,12,0.5,3,gradient_line,10,0.8,0.6,0.75,1.0,1.0,0.0,1.30125,-0.1583634477126992,3.0,0.0
3,12,0.5,3,least_squares,10,0.8,0.0,0.0,0.625,0.0,1.0,0.8895705311802223,-0.15924627636878272,3.0,0.0
3,12,0.5,3,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3962782159752795,-0.8818711078044822,3.0,0.0
3,12,0.5,3,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.8688711514746222,0.051309062045646926,3.0,0.0
3,12,0.5,3,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.4027321063565186,0.06808822371281653,3.0,0.0
3,12,0.5,3,soft_penalty,10,0.8,0.0,0.0,0.875,0.0,1.0,0.6555383891537134,-0.030063880832319142,3.0,0.0
3,12,0.5,4,UBC,10,0.9,0.9,1.0,1.0,1.0,0.0,0.6073146243069096,-7.093091546216277e-17,3.0,0.0
3,12,0.5,4,current_only,10,0.9,0.0,0.0,1.0,0.0,1.0,0.3261772811643109,-0.5160838225330523,3.0,0.0
3,12,0.5,4,gradient_line,10,0.9,0.6,0.6666666666666666,1.0,1.0,0.0,1.8966666666666667,-0.3135875072990695,3.0,0.0
3,12,0.5,4,least_squares,10,0.9,0.0,0.0,0.7777777777777778,0.0,1.0,0.7060850532411749,-0.1353292055841257,3.0,0.0
3,12,0.5,4,one_axis_current,10,0.9,0.0,0.0,1.0,0.0,1.0,0.3847980376155231,-0.542359753327527,3.0,0.0
3,12,0.5,4,oracle_anchor,10,0.9,0.9,1.0,1.0,1.0,0.0,0.7483658856804989,0.040488795818843876,3.0,0.0
3,12,0.5,4,random_search,10,0.9,0.8,0.8888888888888888,0.8888888888888888,1.0,0.0,1.1262887273754516,-0.006458950680780395,3.0,0.0
3,12,0.5,4,soft_penalty,10,0.9,0.0,0.0,0.8888888888888888,0.0,1.0,0.830488017580786,-0.43451479251836217,3.0,0.0
3,12,0.5,5,UBC,10,0.6,0.6,1.0,1.0,1.0,0.0,0.5609756606982462,-1.6653345369377348e-16,3.0,0.0
3,12,0.5,5,current_only,10,0.6,0.0,0.0,1.0,0.0,1.0,0.17213107024139998,-0.39439480515190045,3.0,0.0
3,12,0.5,5,gradient_line,10,0.6,0.5,0.8333333333333334,1.0,1.0,0.0,1.0350000000000001,-0.20548617219915385,3.0,0.0
3,12,0.5,5,least_squares,10,0.6,0.0,0.0,1.0,0.0,1.0,0.6434250731001439,-0.06177780413100248,3.0,0.0
3,12,0.5,5,one_axis_current,10,0.6,0.0,0.0,1.0,0.0,1.0,0.1897489824724313,-0.3936392258336168,3.0,0.0
3,12,0.5,5,oracle_anchor,10,0.6,0.6,1.0,1.0,1.0,0.0,0.727604620153904,0.04198364787775855,3.0,0.0
3,12,0.5,5,random_search,10,0.6,0.6,1.0,1.0,1.0,0.0,1.2370552279576705,0.09526080471714105,3.0,0.0
3,12,0.5,5,soft_penalty,10,0.6,0.0,0.0,1.0,0.0,1.0,0.48791759641757154,-0.029705234947938402,3.0,0.0
3,24,0.0,0,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.5983824759557053,-1.942890293094024e-16,3.0,0.0
3,24,0.0,0,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.18304262328999873,-1.009583450697002,3.0,0.0
3,24,0.0,0,gradient_line,10,0.8,0.1,0.125,0.875,1.0,0.0,2.6775,-0.8520202102878158,3.0,0.0
3,24,0.0,0,least_squares,10,0.8,0.0,0.0,0.375,0.0,1.0,0.4688570992861105,-0.1899426649260617,3.0,0.0
3,24,0.0,0,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.24552764170960947,-1.1339729209138976,3.0,0.0
3,24,0.0,0,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7105960081937354,0.03922397099525003,3.0,0.0
3,24,0.0,0,random_search,10,0.8,0.7,0.875,0.875,1.0,0.0,1.767346398427144,0.003403172275900118,3.0,0.0
3,24,0.0,0,soft_penalty,10,0.8,0.1,0.125,0.75,0.0,0.875,1.9485233103591593,-3.0358952416805893,3.0,0.0
3,24,0.0,1,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6694663988931043,-1.8041124150158794e-16,3.0,0.0
3,24,0.0,1,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.2444816585209378,-1.0716587303509013,3.0,0.0
3,24,0.0,1,gradient_line,10,1.0,0.6,0.6,1.0,0.0,0.0,2.157,-0.3894305597947151,3.0,0.0
3,24,0.0,1,least_squares,10,1.0,0.0,0.0,0.7,0.0,1.0,0.5314730919857683,-0.20521749812818638,3.0,0.0
3,24,0.0,1,one_axis_current,10,1.0,0.0,0.0,1.0,0.0,1.0,0.29714975540515554,-1.027488328237936,3.0,0.0
3,24,0.0,1,oracle_anchor,10,1.0,1.0,1.0,1.0,0.0,0.0,0.7926088343383757,0.044190489863633796,3.0,0.0
3,24,0.0,1,random_search,10,1.0,0.9,0.9,0.9,0.0,0.0,1.5081748441264335,-0.10113185600103633,3.0,0.0
3,24,0.0,1,soft_penalty,10,1.0,0.2,0.2,0.7,0.0,0.8,1.4196285337136532,-1.813033589246897,3.0,0.0
3,24,0.0,2,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.5680424904552898,-3.0531133177191805e-16,3.0,0.0
3,24,0.0,2,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.22220233041751652,-0.785519403852557,3.0,0.0
3,24,0.0,2,gradient_line,10,0.8,0.5,0.625,0.875,1.0,0.0,1.81125,-0.46676334898683813,3.0,0.0
3,24,0.0,2,least_squares,10,0.8,0.0,0.0,0.5,0.0,1.0,0.44312083359079246,-0.1681626247412194,3.0,0.0
3,24,0.0,2,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.2818128543925376,-0.8560458218987121,3.0,0.0
3,24,0.0,2,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6786228504700914,0.039691975668558525,3.0,0.0
3,24,0.0,2,random_search,10,0.8,0.7,0.875,0.875,1.0,0.0,1.4638965902233858,-0.11844464124413755,3.0,0.0
3,24,0.0,2,soft_penalty,10,0.8,0.0,0.0,0.875,0.0,1.0,1.1447034079795246,-1.1819365254024232,3.0,0.0
3,24,0.0,3,UBC,10,0.7,0.7,1.0,1.0,1.0,0.0,0.5552050615002323,-1.149873846933198e-16,3.0,0.0
3,24,0.0,3,current_only,10,0.7,0.0,0.0,1.0,0.0,1.0,0.19619837453034197,-0.8962562595356903,3.0,0.0
3,24,0.0,3,gradient_line,10,0.7,0.4,0.5714285714285714,0.7142857142857143,1.0,0.0,1.9157142857142857,-0.1025679572039745,3.0,0.0
3,24,0.0,3,least_squares,10,0.7,0.0,0.0,0.14285714285714285,0.0,1.0,0.43614339523009255,-0.1603825916060925,3.0,0.0
3,24,0.0,3,one_axis_current,10,0.7,0.0,0.0,1.0,0.0,1.0,0.22877608251459408,-0.9390650280866085,3.0,0.0
3,24,0.0,3,oracle_anchor,10,0.7,0.7,1.0,1.0,1.0,0.0,0.6653893734581002,0.04529786921373936,3.0,0.0
3,24,0.0,3,random_search,10,0.7,0.7,1.0,1.0,1.0,0.0,1.7398304516398078,0.15438320882806525,3.0,0.0
3,24,0.0,3,soft_penalty,10,0.7,0.0,0.0,0.5714285714285714,0.0,1.0,1.2422234936354037,-1.3330155137400796,3.0,0.0
3,24,0.0,4,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6632311264471465,-4.683753385137379e-16,3.0,0.0
3,24,0.0,4,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3434440566492247,-0.8712403381135809,3.0,0.0
3,24,0.0,4,gradient_line,10,0.8,0.7,0.875,1.0,1.0,0.0,1.4625,-0.0014155396398461955,3.0,0.0
3,24,0.0,4,least_squares,10,0.8,0.0,0.0,0.625,0.0,1.0,0.5207887211124108,-0.18443782004120027,3.0,0.0
3,24,0.0,4,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.43538518275858784,-1.0775173885554044,3.0,0.0
3,24,0.0,4,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7994111841638152,0.047440214232157406,3.0,0.0
3,24,0.0,4,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,2.02016509370151,0.12967508292294166,3.0,0.0
3,24,0.0,4,soft_penalty,10,0.8,0.1,0.125,1.0,0.0,0.875,1.2098453315711777,-0.7425346081335389,3.0,0.0
3,24,0.0,5,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.5756412583583954,-9.71445146547012e-17,3.0,0.0
3,24,0.0,5,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.25411369244363075,-0.9030433923324921,3.0,0.0
3,24,0.0,5,gradient_line,10,0.8,0.5,0.625,1.0,1.0,0.0,1.80375,-0.05886432546217284,3.0,0.0
3,24,0.0,5,least_squares,10,0.8,0.0,0.0,0.375,0.0,1.0,0.45726746694154585,-0.1750615335664767,3.0,0.0
3,24,0.0,5,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3224703912602489,-0.8079955795561098,3.0,0.0
3,24,0.0,5,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6913590153342655,0.04168161822836197,3.0,0.0
3,24,0.0,5,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.734514876963192,0.18088928672556331,3.0,0.0
3,24,0.0,5,soft_penalty,10,0.8,0.1,0.125,0.75,0.0,0.875,1.1533275334207402,-0.7547100610315309,3.0,0.0
3,24,0.5,0,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6532356459875225,-2.498001805406602e-16,3.0,0.0
3,24,0.5,0,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.15695597358516783,-1.1979412167690668,3.0,0.0
3,24,0.5,0,gradient_line,10,0.8,0.3,0.375,1.0,1.0,0.0,2.3625000000000003,-0.361329371962,3.0,0.0
3,24,0.5,0,least_squares,10,0.8,0.0,0.0,0.25,0.0,1.0,0.8453919605491652,-0.17971776342943394,3.0,0.0
3,24,0.5,0,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.1934138859069349,-1.2664572023957934,3.0,0.0
3,24,0.5,0,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7711537972973956,0.043606839477353866,3.0,0.0
3,24,0.5,0,random_search,10,0.8,0.6,0.75,0.75,1.0,0.0,1.0127100599830656,-0.3410488515815785,3.0,0.0
3,24,0.5,0,soft_penalty,10,0.8,0.0,0.0,0.875,0.0,1.0,1.4745545777148812,-2.3177900464829837,3.0,0.0
3,24,0.5,1,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.6888678574657952,-1.554312234475219e-16,3.0,0.0
3,24,0.5,1,current_only,10,1.0,0.0,0.0,1.0,0.0,1.0,0.37061675789613074,-0.7274103724943399,3.0,0.0
3,24,0.5,1,gradient_line,10,1.0,0.8,0.8,0.9,0.0,0.0,1.2990000000000002,-0.05711938799274911,3.0,0.0
3,24,0.5,1,least_squares,10,1.0,0.0,0.0,0.7,0.0,1.0,0.9146472249015579,-0.1627150580123492,3.0,0.0
3,24,0.5,1,one_axis_current,10,1.0,0.0,0.0,1.0,0.0,1.0,0.39995832822348254,-0.7194509837928524,3.0,0.0
3,24,0.5,1,oracle_anchor,10,1.0,1.0,1.0,1.0,0.0,0.0,0.8499186575410033,0.04353980406915231,3.0,0.0
3,24,0.5,1,random_search,10,1.0,1.0,1.0,1.0,0.0,0.0,1.4296395877537678,0.08434358453026479,3.0,0.0
3,24,0.5,1,soft_penalty,10,1.0,0.0,0.0,0.8,0.0,1.0,0.6321442080734693,-0.025316924319046103,3.0,0.0
3,24,0.5,2,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6020637508644081,-1.942890293094024e-16,3.0,0.0
3,24,0.5,2,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.30190065093779306,-0.4569468749516634,3.0,0.0
3,24,0.5,2,gradient_line,10,0.8,0.7,0.875,0.875,1.0,0.0,1.26375,-0.09990598939533386,3.0,0.0
3,24,0.5,2,least_squares,10,0.8,0.0,0.0,0.75,0.0,1.0,0.5576124430107539,-0.12530461803289505,3.0,0.0
3,24,0.5,2,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.35273781486046185,-0.5995456438064719,3.0,0.0
3,24,0.5,2,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.758315800291793,0.03958729004069558,3.0,0.0
3,24,0.5,2,random_search,10,0.8,0.7,0.875,0.875,1.0,0.0,1.1069323255729722,-0.21174194255382675,3.0,0.0
3,24,0.5,2,soft_penalty,10,0.8,0.0,0.0,1.0,0.0,1.0,0.9573774136252988,-0.5015139057093959,3.0,0.0
3,24,0.5,3,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.6053549131002126,-1.9081958235744878e-16,3.0,0.0
3,24,0.5,3,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.2906773157674035,-0.6111083915005355,3.0,0.0
3,24,0.5,3,gradient_line,10,0.8,0.4,0.5,1.0,1.0,0.0,2.0025,-0.41572033342775827,3.0,0.0
3,24,0.5,3,least_squares,10,0.8,0.0,0.0,0.375,0.0,1.0,0.4672815742396942,-0.1528304610670602,3.0,0.0
3,24,0.5,3,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.3857079023447596,-0.912931592781,3.0,0.0
3,24,0.5,3,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.7212523466765681,0.041365743740227244,3.0,0.0
3,24,0.5,3,random_search,10,0.8,0.7,0.875,0.875,1.0,0.0,1.5481467050523925,-0.034172818074311995,3.0,0.0
3,24,0.5,3,soft_penalty,10,0.8,0.0,0.0,0.75,0.0,1.0,1.4702795212268511,-1.2724714125928265,3.0,0.0
3,24,0.5,4,UBC,10,0.7,0.7,1.0,1.0,1.0,0.0,0.625825179976566,-1.427429603089487e-16,3.0,0.0
3,24,0.5,4,current_only,10,0.7,0.0,0.0,1.0,0.0,1.0,0.29377096816718135,-0.6217308587394218,3.0,0.0
3,24,0.5,4,gradient_line,10,0.7,0.5,0.7142857142857143,1.0,1.0,0.0,2.1557142857142857,-0.128744328749753,3.0,0.0
3,24,0.5,4,least_squares,10,0.7,0.0,0.0,0.5714285714285714,0.0,1.0,0.5472156799686536,-0.1410534997329231,3.0,0.0
3,24,0.5,4,one_axis_current,10,0.7,0.0,0.0,1.0,0.0,1.0,0.3560358372921409,-0.5095849865704025,3.0,0.0
3,24,0.5,4,oracle_anchor,10,0.7,0.7,1.0,1.0,1.0,0.0,0.7907053597060497,0.044800312500730965,3.0,0.0
3,24,0.5,4,random_search,10,0.7,0.7,1.0,1.0,1.0,0.0,1.9357923845555816,0.19845892299690263,3.0,0.0
3,24,0.5,4,soft_penalty,10,0.7,0.1,0.14285714285714285,0.8571428571428571,0.0,0.8571428571428571,1.2365349267369008,-0.6994261360957442,3.0,0.0
3,24,0.5,5,UBC,10,0.6,0.6,1.0,1.0,1.0,0.0,0.7879861651862642,-1.7578531223231644e-16,3.0,0.0
3,24,0.5,5,current_only,10,0.6,0.0,0.0,1.0,0.0,1.0,0.42119176651588314,-1.145419853955936,3.0,0.0
3,24,0.5,5,gradient_line,10,0.6,0.4,0.6666666666666666,1.0,1.0,0.0,2.03,-0.5499713637459058,3.0,0.0
3,24,0.5,5,least_squares,10,0.6,0.0,0.0,0.5,0.0,1.0,0.6531072115240005,-0.255286514949505,3.0,0.0
3,24,0.5,5,one_axis_current,10,0.6,0.0,0.0,1.0,0.0,1.0,0.4809079958354019,-1.0687405530590728,3.0,0.0
3,24,0.5,5,oracle_anchor,10,0.6,0.6,1.0,1.0,1.0,0.0,0.9610817042224103,0.03847263577377027,3.0,0.0
3,24,0.5,5,random_search,10,0.6,0.5,0.8333333333333334,0.8333333333333334,1.0,0.0,1.4336075247002664,-0.1360761167429887,3.0,0.0
3,24,0.5,5,soft_penalty,10,0.6,0.0,0.0,0.6666666666666666,0.0,1.0,1.1625278640967258,-1.2322502515735552,3.0,0.0
5,3,0.0,0,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.2705854479514309,-7.112366251504909e-17,2.8,2.2
5,3,0.0,0,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.18258711567333313,-0.2794226735846797,2.8,2.2
5,3,0.0,0,gradient_line,10,0.8,0.6,0.75,1.0,1.0,0.0,1.08375,-0.2570733304041336,2.8,2.2
5,3,0.0,0,least_squares,10,0.8,0.8,1.0,1.0,0.0,0.0,0.2802671971631069,-1.960237527853792e-16,2.8,2.2
5,3,0.0,0,one_axis_current,10,0.8,0.0,0.0,1.0,0.0,1.0,0.22371202845300622,-0.3010713228356408,2.8,2.2
5,3,0.0,0,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.5993016079428979,0.09280866579665692,2.8,2.2
5,3,0.0,0,random_search,10,0.8,0.8,1.0,1.0,1.0,0.0,1.3520620499605007,0.4537380185401445,2.8,2.2
5,3,0.0,0,soft_penalty,10,0.8,0.3,0.375,0.5,0.0,0.625,0.2679206240960699,-0.0038091248966296114,2.8,2.2
5,3,0.0,1,UBC,10,1.0,1.0,1.0,1.0,0.0,0.0,0.3819885372554756,-1.582067810090848e-16,3.0,2.0
5,3,0.0,1,current_only,10,1.0,0.2,0.2,1.0,0.0,0.8,0.2750351550622984,-0.24821957698919178,3.0,2.0
5,3,0.0,1,gradient_line,10,1.0,0.8,0.8,0.9,0.0,0.0,1.008,-0.33597691412895286,3.0,2.0
5,3,0.0,1,least_squares,10,1.0,1.0,1.0,1.0,0.0,0.0,0.40508523168760646,-2.7200464103316337e-16,3.0,2.0
5,3,0.0,1,one_axis_current,10,1.0,0.2,0.2,1.0,0.0,0.8,0.3573144729584261,-0.28295813309158124,3.0,2.0
5,3,0.0,1,oracle_anchor,10,1.0,1.0,1.0,1.0,0.0,0.0,0.7898597037464766,0.09722081179783112,3.0,2.0
5,3,0.0,1,random_search,10,1.0,1.0,1.0,1.0,0.0,0.0,1.2665399207816292,0.31472441707615917,3.0,2.0
5,3,0.0,1,soft_penalty,10,1.0,0.0,0.0,0.2,0.0,1.0,0.3714342122398241,-0.01405402509555356,3.0,2.0
5,3,0.0,2,UBC,10,0.8,0.8,1.0,1.0,1.0,0.0,0.39877121402637905,-9.367506770274758e-17,2.8,2.2
5,3,0.0,2,current_only,10,0.8,0.0,0.0,1.0,0.0,1.0,0.19342161747057646,-0.8064460645878703,2.8,2.2
5,3,0.0,2,gradient_line,10,0.8,0.4,0.5,0.875,1.0,0.0,1.7325,-0.47943168278287235,2.8,2.2
5,3,0.0,2,least_squares,10,0.8,0.8,1.0,1.0,0.0,0.0,0.41985722746274273,-3.0531133177191805e-16,2.8,2.2
5,3,0.0,2,one_axis_current,10,0.8,0.1,0.125,1.0,0.0,0.875,0.26394375799208797,-0.7539051736276492,2.8,2.2
5,3,0.0,2,oracle_anchor,10,0.8,0.8,1.0,1.0,1.0,0.0,0.8341487079039566,0.11293810212942999,2.8,2.2
